id,문서,발간,쪽,소제목,본문
ai29,생성형AI 안내서,2025,29,참고 ┃ 기성 LLM 관련 역할분담 예시,"- ⚫ 공개모델(open-weight model)에 해당하는 사전학습 모델(‘기성 LLM’)을 이용하여 AI 시스템을 개발 ･ 

- 하는 기업 기관은 공개모델을 허깅페이스(Hugging Face) 등 모델 저장소(repository)에서 다운로드 받아 자체 인프라 또는 제3자 클라우드 환경에 업로드 하여 호스팅하게 됩니다. 

- ⚫ 이때, 기업 ･ 기관은 기성 LLM의 초기 학습에 사용된 데이터셋의 출처를 검증하기 위한 노력을 기울여야 합니다. 출처가 불명확한 학습데이터에는 위법하거나 정보주체의 의사와 무관하게 공개된 개인정보가 포함될 수 있어 각별한 주의가 요구됩니다<sup>19)</sup> . 

- ⚫ 따라서 학습데이터의 출처 ･ 이력을 확인할 수 있는 모델을 우선적으로 활용하는 것이 바람직하며, 출처 검증에 ･ 

- 한계가 있는 경우에는 후속 단계에서 다양한 기술적 관리적 안전조치를 적용함으로써 잔여 리스크를 경감하는 것이 권장됩니다. 

- ⚫ 아울러, 모델카드, 기술문서, 라이선스 정책 등을 통해 기성 LLM 자체에 어떤 안전조치가 내장되어 있는지 확인하고, 레드팀 테스트<sup>20)</sup> 등을 거쳐 추가 보완조치를 적용할 것이 권장됩니다. 

- ⚫ 또한, 기성 LLM의 원 개발자가 모델 배포 이후 발견된 리스크를 공지할 경우, 이를 신속히 반영하여 리스크 관리 체계를 보완하고 모델의 최신 버전 및 패치를 주기적으로 적용함으로써 시스템의 안전성과 신뢰성을 확보하는 것이 중요합니다. 

###### **참고** ┃ 기성 LLM 관련 역할분담 예시 

※ 「AI 프라이버시 리스크 관리 모델」(’24.12.) 50쪽 참고 

- (모델개발자) 학습단계에서 인지하지 못했던 리스크를 모델 출시 이후 인식할 경우, 모델 배포 플랫폼 ･ 

- (허깅페이스 등)을 통해 해당 리스크를 공지하고, 기술적 경제적으로 합리적인 기간 내에 모델을 업데이트 하여 재배포, 이전 모델 비활성화 등 보완 조치 

- ･ 

- 프라이버시를 고려한 이용방법, 조건 등을 명시한 라이선스 약관을 수립 배포 

- (모델이용자) 모델카드 등을 통해 모델 개발자가 적용한 리스크 경감조치 등을 검토하는 등 안전성이 확보된 범용모델을 활용하기 위해 노력 

- 미세조정 등을 위해 추가로 투입한 데이터에 대해 리스크를 관리하고, 서비스의 의도된 용례 등에 따라 리스크를 경감 

- ･ 

- 모델 개발자가 배포 이후 발견된 리스크를 공지할 경우, 추가적인 경감조치를 검토 시행하고 모델 버전의 최신 업데이트를 유지 

19) AI 학습에 자주 활용되는 LAION 이미지 데이터셋에서 최소 1,000장의 아동 성착취 이미지 발견(’23.12.) 

20) 본 안내서 제3장 제5절 “AI 프라이버시 거버넌스 체계” 참고"
ai30,생성형AI 안내서,2025,30,자체 개발,"###### 자체 개발 

- ⚫ LLM 시스템을 자체 개발하는 기업 ･ 기관은 AI 수명주기 모든 과정을 전적으로 책임지게 됩니다. 이 방식은 대규모 학습데이터 기반의 사전학습(pre-train), 미세조정, 배포 및 운영, 사후 관리에 이르는 모든 단계에서 개인정보 리스크 요인을 파악하고, 이를 경감하기 위한 조치를 취할 것을 요구합니다. 

###### **참고** ┃ LLM 자체 개발 시 참고 가능한 안내서 

######  공개된 개인정보 처리 안내서(’24. 7.) 

- ･ 

- 대규모 학습데이터 수집 이용의 적법기준으로서 ‘정당한 이익’ 조항(§15①6)의 적용 기준 제시 (▲목적의 정당성 ▲처리의 필요성 ▲이익형량) 

- ･ 

- 이익형량 기준 충족 위한 기술적 관리적 안전조치 및 정보주체 권리보장 방안 안내 

######  AI 프라이버시 리스크 관리 모델(’24. 12.) 

- AI 모델 사전학습 및 추가학습, AI 시스템 개발 및 제공 등 AI 전 주기를 망라하는 리스크 관리 체계 안내 

- ※ (리스크 유형) AI 가치망의 데이터 흐름 및 정보주체 권리보장 책임 복잡화 ･ 

- (리스크 경감방안) AI 가치망 참여자 간 역할 명확화, 허용되는 이용방침 작성 공개 

###### **참고** ┃ SLM 자체 개발 및 AI 에이전트에서의 SLM 활용 체계 예시<sup>21)</sup> 

- (SLM 자체개발) 소형언어모델(SLM, Small Language Model)<sup>22)</sup> 은 대형언어모델(LLM)에 비해 더 ･ 

- 한정 집중적인 작업을 처리하도록 설계된 경량 모델 

- (SLM 활용) AI 에이전트<sup>23)</sup> 개발 시 LLM의 한계를 보완하기 위해 SLM 병행 활용 가능 

- (효율성) 광범위한 언어 능력이 아닌 도메인 특화 작업을 처리하는 경우 SLM 활용 

- ･ 

- (프라이버시) AI 에이전트에서 SLM은 중앙집중식 LLM 비중을 낮추고 데이터를 분야 영역별로 처리하여 개인정보 보호를 강화하는데 활용 가능 

- (모델 오케스트레이션<sup>24)</sup> ) AI 에이전트에서 SLM과 LLM의 장점을 살리기 위해서 모델별 처리할 작업을 ･ 

- 동적으로 배분 관리하는 체계 

- 처리할 작업에 가장 적합한 모델(LLM 또는 SLM)을 결정하고, 프롬프트 등 입력을 선택된 모델에 전달하며, 모델의 결과값을 받아 통합해 최종적인 결과를 도출 

> 21) “AI Privacy Risks & Mitigations - Large Language Models” (EDPB), “Emerging LLM Technologies: The Rise of Agentic AI” 절 참고 

> 22) Cabalar, R., ‘What are small language models?’ (2024) https://www.ibm.com/think/topics/small-language-models 

> 23) 목표 달성을 위해 스스로 문제를 분석하여 필요한 작업을 자율적으로 결정하고, 직접 수행할 수 있는 AI 시스템 

> 24) Windland, V. et al. ’What is LLM orchestration’ (2024) https://www.ibm.com/think/topics/llm-orchestration"
ai31,생성형AI 안내서,2025,31,3 AI 학습 및 개발,"#### <mark>3</mark> **AI 학습 및 개발** 

##### ･  AI 학습 개발은 왜 중요한가요? 

- ⚫ 생성형 AI의 학습 ･ 개발 단계에서는 사전에 설정한 목적을 효과적으로 달성하고, 그 과정에서 의도치 않은 리스크를 완화하기 위한 데이터 전처리, 모델에 대한 미세조정(fine-tuning), 정렬(alignment) 등의 활동이 수행됩니다<sup>25)</sup> . 

- ⚫ 생성형 AI는 학습데이터에 포함된 정보를 ‘암기’(memorization)하고 일종의 ‘영구 기억’(memory) 형태로 내재화하는 기술적 특성이 있어, 원본 정보가 출력 결과에 그대로 노출되거나 민감정보 추론 목적으로 운용되는 등 정보주체의 권익이 침해될 가능성이 존재합니다. 

- ⚫ 따라서 생성형 AI의 학습 ･ 개발 단계에서부터 데이터 ･ 모델 ･ 시스템 수준에서의 프라이버시 안전조치를 강화할 필요가 있습니다<sup>26)</sup> . 

###### ･ **참고** ┃ LLM의 개인정보 암기 저장 관련 국제 논의 

- (독일 함부르크 개인정보 감독기구(HmbBfDI) 의견서)(’24.7.) LLM에는 개인정보가 저장되지 않기  LLM에는 개인정보가 저장되지 않기 때문에 LLM을 단순히 저장하는 것은 GDPR에 따른 개인정보 처리에 해당하지 않음. 단, LLM 등으로 구성된 AI 시스템이 쿼리나 출력 등을 통해 개인정보를 처리하는 경우, 해당 처리는 GDPR의 요구 사항을 준수해야 함 

- (유럽 데이터보호이사회(EDPB) 의견서(Opinion 28/2024))(’24.12.) 개인정보를 학습한 AI 모델의  개인정보를 학습한 AI 모델의 ･ 

- 익명성 여부는 사안별(case-by-case) 판단이 필요하며, 합리적으로 가능한 모든 수단으로 직 간접적 으로 추출하는 개인정보를 획득할 가능성이 무시가능한(insignificant) 수준이 아니면 익명성이 있다고 보기 어렵다는 의견 

- ※ 따라서 오픈소스 모델 등을 활용해서 AI를 개발할 경우, 활용자가 별도 익명처리를 적용하지 않는 한 GDPR 의무 준수를 위해 모델의 적법성 여부를 확인하는 평가 수행할 것을 요구하며 AI 생태계에 포함된 모든 행위자에 책임이 있다는 의견 

- (미국 캘리포니아 개인정보 보호법(CCPA) 개정(AB-1008))(’25.1.1. 시행) LLM이 특정 개인에 관한  LLM이 특정 개인에 관한 정보를 생성하거나 그 생성 결과가 개인 식별로 이어질 수 있는 경우에는 해당 모델 자체를 개인정보로 간주할 수 있도록 규정 

> 25) 미세조정(fine-tuning) 및 정렬(alignment)은 생성형 AI의 성능을 개선하기 위한 기법이나, 미세조정은 모델을 특정 목적이나 도메인에 맞게 학습시키는데 초점이 있고, 정렬은 그 모델이 인간의 가치와 사회적 기준에 부합하도록 출력 행동을 다듬는 기법으로 모델 정렬을 위해 미세조정이 선행되거나 병행될 수 있음 

> ｢ 26) GDS, AI Playbook for the UK Government ｣ , “Principle 3: You know how to use AI securely” 및 “Principle 5: You understand how to manage the AI life cycle” 참고"
ai32,생성형AI 안내서,2025,32, 프라이버시 관점에서 고려할 내용은 무엇인가요?,"- ･ 

- (연구동향) LLM이 개인정보를 포함한 데이터를 손실 없이 압축 복원하는 고성능 무손실 압축기 (lossless compressor)로 기능할 수 있다는 연구 

- ※ Delétang, Grégoire, et al. Language Modeling Is Compression. International Conference on Learning Representations (ICLR), 2024. arXiv:2309.10668. https://arxiv.org/abs/2309.10668 

#####  프라이버시 관점에서 고려할 내용은 무엇인가요? 

###### 1. 데이터 수준 

- ⚫ 데이터는 AI 모델의 성능과 신뢰도에 결정적인 영향을 미치므로, 데이터를 악의적으로 손상시키는 데이터 ･ 

- 오염(data poisoning), 데이터 편향성 부정확성 등의 문제에 체계적으로 대응할 필요가 있습니다<sup>27)</sup> . 

- ⚫ 공개된 데이터를 학습 용도로 수집할 때는, 명시적인 스크래핑 거부 의사를 표시한 콘텐츠는 제외하는 것이 바람직합니다. ▲이용약관 등에 학습 배제가 명시된 경우 ▲로봇배제표준(robots.txt)<sup>28)</sup> 적용된 경우, ▲캡차(CAPTCHA)<sup>29)</sup> 와 같은 기술적 차단 조치가 적용된 경우 등이 이에 해당합니다<sup>30)</sup> . 

###### **참고** ┃ 웹 콘텐츠 제공자가 적용할 수 있는 AI 학습 및 스크래핑 방지 방안<sup>31)</sup> 

- IP 주소 기반 차단 정책 운영 

- HTTP 헤더, 요청 횟수 등을 분석해 스크래핑 봇으로 판단되면 차단 

- 동적 페이지 로딩 기법 등을 적용해 HTML 콘텐츠 스크래핑 방지 

- 메타 태그(meta tag)로 학습 배제 표기  ※ “noai” 혹은 “noimageai” 메타 태그 등 

> 27) Joint Cybersecurity Information Sheet (CSI), ｢ AI Data Security: Best Practices for Securing Data Used to Train & Operate AI Systems ｣ (’25.5.) 참고 

> ｢ 28) 공개된 개인정보 처리 안내서 ｣ (’24. 7.), “Ⅲ. 안전성 확보 조치 기준” 참고 

- 29) CAPTCHA(Completely Automated Public Turing test to tell Computers and Humans Apart): 웹사이트에 접근하는 클라이언트가 사람인지 아니면 컴퓨터 봇(bot)인지 판단하기 위하여 사용하는 테스트 기법으로 표시된 텍스트나 숫자를 입력하는 것 혹은 설명에 부합하는 이미지를 선택하는 등 다양한 방식 존재 

- 30) CNIL, “La base légale de l’intérêt légitime : fiche focus sur les mesures à prendre en cas de collecte des données par moissonnage (web scraping)”, (’25. 6.), “Les mesures obligatoires” 및 “Respecter les attentes raisonnables” 참고. 특히 CNIL은 기업 ･ 기관이 robots.txt 혹은 CAPTCHA로 데이터 스크래핑에 명확한 거부 의사를 표시한 콘텐츠를 학습하면 정보주체의 합리적인 예견가능성을 인정하기 어렵다는 입장으로 ‘정당한 이익’ 인정을 위한 요건 중 하나인 ‘이익형량’ 판단에 영향이 있을 수 있음 

- 31) 위 CNIL 문서의 “Comment les éditeurs de site peuvent-ils protéger leur contenu du moissonnage?” 참고"
ai33,생성형AI 안내서,2025,33,참고 ┃ 비정형데이터 가명처리 기술 및 예시,"- ⚫ 학습데이터의 전처리는 개인정보의 유 ･ 노출 등 리스크를 방지하기 위한 출발점이 됩니다. 이를 위해 생성형 ･ ･ 

- AI의 의도된 용도 성능을 고려할 때, 학습데이터를 가명 익명 처리하여도 목적 달성이 충분한 경우에는 수집 ･ 

- 직후 가명 익명처리하는 것이 권장됩니다. 

###### **참고** ┃ 비정형데이터 가명처리 기술 및 예시 

- 규칙, 정규표현식 등을 통한 개인정보 검출 및 마스킹은 정확도 측면에서 한계가 있을 수 있으며, 이를 보완하기 위해 LLM 모델을 통해 사전에 정의되지 않은 패턴의 개인정보를 검출하고 마스킹할 수 있음 

- 학습방법에 따라 다양한 형태의 AI 기반 개인정보 검출 기법 존재(HMM, MEM, CRFs 등) AI 기반 텍스트정보 가명처리 영상정보 가명처리 예시(이미지 필터링 기술 적용) 

- ⚫ 특히, 개인식별 위험이 크고 범죄 등에 악용될 경우 국민에게 큰 피해를 야기할 수 있어 개인정보 보호법에서 특별히 보호하고 있는 주민등록번호와 그 밖의 고유식별정보, 계좌번호, 신용카드번호 등은 AI 학습 전 삭제 ･ 

- 하거나 가명 익명화해야 합니다. 

･ 법률제34조의2(노출된 개인정보의 삭제 차단) ① 개인정보처리자는 고유식별정보, 계좌정보, 신용카드 정보 등 개인정보가 정보통신망을 통하여 공중(公衆)에 노출되지 아니하도록 하여야 한다. 

- ② 개인정보처리자는 공중에 노출된 개인정보에 대하여 보호위원회 또는 대통령령으로 지정한 전문 기관의 요청이 있는 경우에는 해당 정보를 삭제하거나 차단하는 등 필요한 조치를 하여야 한다. 

###### **참고** ┃ 주요 AI 서비스 사전 실태점검 결과(’24.3.) 

- ･ 

- 사전 학습단계(pre-training)에서 한국 정보주체를 식별할 위험이 크고 유 노출 시 2차 피해를 야기할 우려가 큰 정보 항목(주민번호 등 고유식별정보, 계좌정보, 신용카드정보, 휴대전화번호 등) 제거 권고 

- 개인정보위-한국인터넷진흥원(KISA)에서 탐지한 한국 정보주체의 개인정보 노출 페이지(URL)를 AI 서비스 제공사업자에 제공(신청 기반)"
ai34,생성형AI 안내서,2025,34,참고 ┃ 합성데이터 생성 활용 시 고려사항,"- ⚫ 아울러, 적절하게 생성된 합성데이터<sup>32)</sup> (synthetic data)는 개인정보에 대해 요구되는 법적 제약 없이 모델 성능을 유지할 수 있는 실용적인 대안으로 주목받고 있습니다. 합성데이터 생성 시에는 실제 데이터의 구조적 정보를 최대한 유지하여 유용성을 확보하면서도, 원본데이터에 포함된 개인이 식별되지 않도록 균형점을 찾는 것이 중요합니다. 

###### ･ **참고** ┃ 합성데이터 생성 활용 시 고려사항 

   - ※ ｢ 합성데이터 생성 ･ 활용 안내서 ｣ (’24.12.) 

- (안전기준 설정) 합성데이터의 유용성과 안전성 간 상충관계를 고려하여, 활용목적 등에 따른 안전기준을 먼저 설정 

- (예시1 : 유용성에 중점을 둔 경우) 안전한 내부 폐쇄환경에서의 활용, 침해 위험성이 낮은 환경에서 LLM의 토큰 단위 AI 학습에 활용 

- (예시2 : 안전성에 중점을 둔 경우) IT 시스템 위탁 개발 시 활용, 합성데이터의 외부 공개 

- (원본데이터 전처리) 원본데이터에 대한 분석을 바탕으로 합성에 불필요한 영역 삭제 및 데이터 정제 등을 수행할 것 권장 

- ･ 

- (안전성 검증) 생성된 합성데이터가 개인 식별가능정보가 존재하는 상황에 대비하여 정량 정성적 차원의 안전성 검증 수행 

- (안전한 관리) 합성데이터를 일반에 공개하는 경우 재식별 등 잔여위험 가능성에 대비하여 관리계획 ･ 

- 마련 이행 

- ⚫ 마지막으로 개인정보 강화기술(PET, privacy enhancing technology)의 일환으로 차분 프라이버시, 연합 ･ 

- 학습 등 프라이버시를 보존하는 다양한 학습 기법들이 연구 개발되고 있고, 생성형 AI 개발에 직접 적용 되면서 AI의 안전성을 높이고 있습니다. 

###### 사례 PET 기술(연합학습) 적용 사례 

######  민감성 높은 의료데이터의 안전한 이용 위한 연합학습(federated learning) 수행 

- 각 병원이 보유한 의료데이터는 병원 내 클라우드 환경에 안전하게 보관되며, 각 병원에서 로컬로 모델 학습을 수행한 후 학습된 모델의 ･ 

- 결과값만 중앙서버로 전송 활용 

- 데이터 정밀성 ･ 정확성 확보가 중요한 의료분야의 경우, 연합학습 기법 적용이 유용할 수 있음 

- ･ 

- ※ 단, 연합학습한 LLM에 대해서도 유 노출 위험성 평가하여, 연합학습 외 추가적인 PET 기법 결합 필요성 검토하는 것이 바람직 

- 32) 특정 목적을 위해 원본데이터의 형식과 구조 및 통계적 분포 특성과 패턴을 학습하여 생성한 모의(simulated) 또는 가상(artificial) 데이터"
ai35,생성형AI 안내서,2025,35,참고 ┃ 안전성 강화 위한 미세조정 기법 예시,"- ⚫ 데이터 수준에서 사전적으로 제거하지 못한 개인정보 리스크를 보완하고, AI 모델이 안전하고 바람직한 답변을 생성하도록 하기 위해, 미세조정(fine-tuning) 및 정렬(alignment) 등 기법을 활용한 추가적인 안전조치 적용이 권장됩니다. 이와 관련해, 최근 실증연구에 따르면 미세조정 방식, 범위, 위치 등 다양한 요소가 모델의 암기 리스크를 현저히 증가시킬 수 있는 것으로 나타나, 미세조정 단계에서의 안전조치 중요성을 보여준 바 있습니다<sup>33)</sup> . 

- ⚫ 미세조정 기법으로는 SFT(Supervised Fine-tuning), RLHF(Reinforcement Learning from Human ･ 

- Feedback), DPO(Direct Preference Optimization) 등이 연구 적용되어 왔으며, 최근에는 GRPO(Group Relative Policy Optimization)와 같은 고도화된 학습방식이 주목받고 있습니다. 이들은 단순 응답 정확도를 넘어서 모델 판단 과정의 투명성과 안전성을 동시에 향상시킬 수 있는 방식으로 활용될 수 있습니다. 

###### **참고** ┃ 안전성 강화 위한 미세조정 기법 예시 

- ※ 「공개된 개인정보 처리 안내서」(’24.7.) 「AI 프라이버시 리스크 관리 모델」(’24.12.) 

######  SFT(Supervised Fine-Tuning) 

- 비지도학습 기반의 생성형 AI를 지도학습적으로 미세조정하는 과정으로, 바람직한 답변을 생성 하도록 미리 정제되거나 라벨링된 데이터를 추가 학습 

- ※ (예) 개인의 사생활을 묻는 프롬프트에 대해 답변을 거부하는 내용의 답안을 학습시킴 

######  RLHF(Reinforcement Learning from Human Feedback) 

- 보상모델 생성(Reward Model Creation) : AI 모델이 생성한 출력물에 사람(라벨러)이 점수 또는 순위를 부여하고, 이를 토대로 보상모델을 훈련 

- ※ (예) 개인의 사생활을 묻는 프롬프트에 대하여 사생활이 포함된 답변에는 (-1)의 보상을, 회피하는 답변에는 (+1)의 보상을 제공 

- 정책 최적화(Policy Optimization): 보상모델을 사용하여 AI 모델의 정책을 최적화하는 단계로, 주로 정책 그라디언트 강화학습 알고리즘인 PPO(Proximal Policy Optimization)을 활용하여 미세조정 

- 33) Mireshghallah, Fatemehsadat, et al(2022)의 연구결과를 인용한 김병필(2025), 「범용AI 모델의 프라이버시 리스크 진단 및 인증 방안」 연구보고서 발췌"
ai36,생성형AI 안내서,2025,36,참고 ┃ 생성형 AI 모델에 대한 프라이버시 공격 사례35),"######  DPO(Direct Preference Optimization) 

- 전통적인 RLHF의 단점을 극복하기 위해 제안된 선호 기반 미세조정(Preference-based Fine-tuning)의 기법 중 하나로, 사용자 응답쌍에 대한 상대적 선호를 직접 모델 파라미터에 반영 

- ※ (예) A와 B라는 응답 쌍이 있을 때 사람이 A를 더 선호한 경우, 응답 A를 생성할 확률이 응답 B를 생성할 확률보다 높아지도록 모델 파라미터를 업데이트 

######  GRPO(Group Relative Policy Optimization) 

- DPO의 한계를 개선하기 위한 기법으로 개별 응답 쌍 비교 대신, 여러 행동을 그룹화하고 상대적 성능을 평가해 정책을 업데이트 

- ※ 개별 응답쌍 비교 방식에서 발생할 수 있는 노이즈 등을 그룹 단위 학습 방식으로 완화 

- ⚫ 생성형 AI 모델로부터 학습데이터에 포함된 개인정보를 추출하는 적대적 공격(adversarial attack)에 대한 대응도 모델 수준에서 다루어져야 하는 중요한 과제입니다. AI 모델을 대상으로 한 적대적 공격은 이미 현존하는 위협이며, 최근에는 의료 특화 LLM을 대상으로 한 실험에서 모델 보안장치를 우회해 민감정보에 접근할 수 있는 확률이 80%에 달하고, 모델 응답을 통해 원본 정보가 그대로 노출될 가능성도 20%를 상회하는 등 프라이버시 측면에서의 심각한 취약성이 확인되었습니다<sup>34)</sup> . 

###### **참고** ┃ 생성형 AI 모델에 대한 프라이버시 공격 사례<sup>35)</sup> 

###### Stable Diffusion 모델에서 추출한 이미지<sup>36)</sup> 

###### LLM으로부터 추출한 개인정보<sup>37)</sup> 

- 사진과 캡션이 포함된 데이터셋을 학습한 AI 모델에 ▸ 특정 문장(“East Stroudsburg Stroudsburg...”) 을 이름(Ann Graham Lotz)만 입력해도 이미지를 입력하자 GPT2가 학습데이터에 포함된 주소, 이메일 재생성한 사례 등 개인정보를 출력한 사례 

- 34) Kim, Minsu, et al. “Fine-Tuning LLMs with Medical Data: Can Safety Be Ensured?” NEJM AI, vol. 2, no. 1, 2025, https://doi.org/10.1056/AIcs2400390. (문자를 인코딩하는 방식인 ASCII (미국정보교환표준코드)를 활용해 프롬프트를 변형하여 악의적인 질문을 하는 방식으로 프라이버시 위험성 평가)"
ai37,생성형AI 안내서,2025,37,37쪽,"- ⚫ 이러한 결과는 생성형 AI의 안전성 확보를 위해 모델 수준에서의 안전장치 보강이 필요하다는 점을 시사 합니다. 가장 널리 검토되는 방식으로 AI 모델의 학습 과정과 가중치를 조절해 안전성을 강화하는 차분 프라이버시 기반 경사하강법(Differentially Private Stochastic Gradient Descent, DP-SGD)이 있습니다. 

###### **참고** ┃ 차분 프라이버시(DP, Differential Privacy) 기반 경사하강법<sup>38)</sup> 

- 데이터 학습 과정에 발생하는 기울기(gradient)를 일정 범위로 잘라내고(clipping), 여기에 무작위 노이즈를 추가하는 방식으로, 원본 데이터 암기 리스크를 낮추고 외부의 모델 공격에 강한 특징 

- 모델이 클수록(예: 고성능 이미지 분류용 모델) 정확도 저하 현상이 있어 기법 적용에 한계가 있으나, 최근 기울기(gradient)가 잘 정규화되어 있는 경우 DP-SGD 적용이 효과적일 수 있다는 연구도 진행 중 

- ⚫ 이 외에도 모델 경량화, 성능 강화 등의 목적으로 주로 활용되는 지식증류(knowledge distillation) 기술을 프라이버시 분야에 접목하여 일종의 PET 기술로 활용하는 방안 등 다양한 연구가 진행되고 있습니다. 

###### **참고** ┃ PET 기술로서의 지식증류(knowledge distillation) 기법 연구 동향<sup>39)</sup> 

- 지식증류는 사전학습 모델의 성능은 유지하면서 모델을 경량화하기 위한 목적으로 주로 활용되는 기법 

- ･ 

- 최근 지식증류의 기술적 특성(학습 추론 방식을 정교하게 조정 가능)을 활용해 개인정보 학습 또는 출력을 제한하는 방안이 일종의 PET 기법으로 연구 중 

- 특히 지식증류에 차분프라이버시, 합성데이터를 병행하는 연구가 활발 

- ※ Flemings, James, et al. Differentially Private Knowledge Distillation via Synthetic Text Generation (2024) 

   - 지식증류를 활용하여 개인정보만을 AI 모델에서 언러닝(unlearning)하는 기법도 등장 

   - ※ Reverse KL-Divergence-based Knowledge Distillation for Unlearning Personal Information in Large Language Models (2024) 

- 35) 손수엘, 생성형 AI 모델의 잠재적인 프라이버시 위협과 정보주체의 권리 보호, 2024 개인정보 이슈 심층분석 보고서(’24. Vol.1) 

> 36) Nicholas Carlini et al., Extracting Training Data from Diffusion Models, USENIX Security, 2023 

> 37) Nicholas Carlini et al., Extracting Training Data from Large Language Models, USENIX Security, 2021 

- 38) ｢ AI 프라이버시 리스크 관리 모델 ｣ (’24.12.)에 부록으로 포함된 ‘생성형 AI 관련 프라이버시 리스크 경감기술 평가연구’, (’24.5.~10., ㈜)제이씨레이다 및 경북대학교) 참고, 구글 딥마인드 연구(Unlocking High-Accuracy Differentially Private Image Classification through Scale, ’22.6.) 참고"
ai38,생성형AI 안내서,2025,38,3. 시스템 수준,"###### 3. 시스템 수준 

- ⚫ 데이터 ･ 모델 수준에서 프라이버시 보호 조치가 이행되어도, 생성형 AI가 배포 ･ 운영되는 시스템 운영 ･ 

- 환경에서의 취약점은 여전히 개인정보 유 노출의 통로가 될 수 있습니다. 따라서 AI 시스템의 학습 및 추론 결과의 안전성을 담보하기 위해서는 시스템 수준에서의 보호 체계 구축이 필수적입니다. 

- ⚫ AI 시스템이 외부와 API로 연동되는 경우, 접근제어는 프라이버시 보호의 핵심 방어수단이 될 수 있습니다. 예를 들어 API 호출 권한은 사전에 인증된 주체에게만 부여하고, 세분화된 접근 통제를 적용하여 악의적 요청과 비인가 접근을 효과적으로 차단할 수 있습니다. 

- ⚫ 또한, 생성형 AI 시스템의 입 ･ 출력 단계에 필터를 적용하여 안전장치를 강화할 수 있습니다. 입력 필터(input ･ 

- filter)는 사용자가 제공하는 프롬프트가 악의적이거나 민감정보 생성을 유도하는지 분석 차단하는 역할을 합니다. 예를 들어, 특정인의 고유식별정보 형식의 텍스트를 요청하는 입력이 탐지될 경우 해당 입력값을 제거하도록 AI 시스템을 설계할 수 있습니다. 또한, 출력 필터(output filter)를 통해 AI 출력값에 포함된 개인 정보가 감지된 경우에도 이를 제거 또는 치환하거나 경고 문구를 삽입하는 방식으로 제어할 수 있습니다<sup>40)</sup> . 

###### 사례 부적절한 이용자 프롬프트에 대한 필터 사례<sup>41)</sup> 

39) “지식증류를 이용하여 개인정보 보호 문제를 해결하는 해외 동향 - 제3기 개인정보 기술포럼 워크숍”(’25.5., 법무법인 DLG 황규호) 

- ｢ 

- 40) Llama Developer Use Guide: AI Protections ｣ (Meta, ’25. 4.), “Mitigating risks at the input level” 및 “Develop potential mitigation methods at output” 참고 

- 41) 해당 사례는 필터가 성공적으로 동작한 결과를 보여주나, 안전조치를 우회하는 새로운 종류의 탈옥 공격이 포함된 프롬프트 등이 입력되는 경우 추가적인 안전조치가 필요할 수 있음"
ai39,생성형AI 안내서,2025,39,➊ 검색형 에이전트,"- ⚫ 최근에는 생성형 AI의 성능 향상을 위해 외부 지식베이스를 검색하고 이를 입력값에 결합하는 검색증강 생성(RAG, Retrieval-Augmented Generation) 기법이 널리 활용되고 있습니다. AI 에이전트(agent) 또한 그 연속선상에서 자율적이고 목표 지향적인 탐색을 통해 여러 환경에서의 지식베이스를 지속적으로 ･ 

- 탐색 검색하고 생성하는 방향으로 발전 중입니다. 이를 통해 AI 모델이 과거 지식에만 한정해서 응답을 생성하는 한계를 보완하고 환각(Hallucination)을 줄이면서 출력 결과의 정확성, 최신성, 신뢰성을 향상시킬 수 있습니다. 

- ⚫ 다만, RAG나 AI 에이전트는 외부 지식베이스에 있는 문장을 검색하고 이를 프롬프트에 결합하여 생성하는 ･ 

- 과정에서 해당 문장에 포함된 개인정보를 그대로 유 노출하는 리스크가 상대적으로 커질 수 있습니다. 이에, 앞서 논의한 데이터 전처리, 필터링 등 안전조치 적용을 이들의 구현 과정에서 고려할 것이 권장됩니다. 

- LLM기반 에이전트가 높은 수준의 자율성과 적응성을 바탕으로 고도화되면서 개인정보 처리 방식이 복잡해지고 프라이버시 리스크 또한 다양하게 분화 중 

- LLM 기반 에이전트 유형은 개인정보 처리의 흐름에 따라 3가지로 구분 

###### ➊ 검색형 에이전트 

###### ➋ 기억형 에이전트 

- ･ 

- 단 장기 메모리를 바탕으로 지속적 학습과 개인화된 서비스 제공하나, 사용자 행위, 선호, 심리 상태 등에 대한 장기 추적 및 프로파일링 위험 존재 

- 비대칭적 정보 구조와 기술 복잡성으로 정보주체 동의와 같은 통제권 행사가 어려운 한계 → 구조적 리스크 평가 및 사전적 통제 장치 필요 

###### ➌ 멀티 에이전트 

- 사용자 입력을 받은 메인 에이전트가 외부의 다양한 서브 에이전트(sub-agent)에게 전달하고, 각 에이전트는 외부 애플리케이션과 연동하거나 외부 서비스를 호출하는 과정에서 개인정보가 다수의 시스템에 공유될 가능성 

- 개별 에이전트의 행위가 적절히 통제되지 못한다면, 정보 집적 및 재식별 가능성이 누적되며 그 책임 귀속 또한 모호해질 우려 → 구조적 리스크 평가 및 사전적 통제 장치 필요"
