category,question,answer
연구비정산,정산서류등록에 있는 정산서류는 어떻게 등록해야 하나요?,"정산서류등록의 문서 구분 목록을 참고하여 해당되는 문서만 '등록'을 통해 올려주시면 됩니다. 정산서류서식은 국가연구개발사업 연구개발비 사용 기준 별지 서식을 참고하여 등록해주시기 바라며, 필요한 서식이 규정에 없다면 기관 자체 서식으로 작성하여 등록하시기 바랍니다. 참고 : RCMS 숙련자용 매뉴얼(131 page)( 연구비 정산 ▷ 정산 준비 [정산서류등록]),국가연구개발사업 연구개발비 사용 기준[별지 서식]"
연구비정산,집행마감이 무엇인가요?,"연구기관의 정산 준비 효율성을 위해 연구비 집행마감과 정산 준비를 규정에서 공시된 기간안에 자율적으로 진행할수 있습니다. 과제 개발기간 내 또는 과제 종료 이후 정산 준비 사항을 완료 했다면 집행마감 버튼을 이용하여 연구비집행을 마감하고, 정산/중지 상태로 변경 후 정산을 시작할 수 있습니다. * 연구비 집행할 내역이 남아있는데 실수로 집행마감을 누른경우에는 정상 상태로 변경하기 위해 과제담당자가 연구비 사용 재개를 처리 해 주어야 하므로 과제담당자에게 사용재개요청하시기 바랍니다. 집행마감 이후에는 사업비(연구비) 집행은 제한되나 연구비 취소/부가세복원, 증빙문서 수정 등은 보고서 제출 전까지 가능합니다. ※ 참고 : RCMS 숙련자용 매뉴얼(130 page) 연구비 정산 ▷ 정산 준비"
연구비정산,"보고서제출후 연구비(사업비)사용등록,연구비복원 가능한가요?","보고서 제출 이후에는 연구비사용등록, 연구비 복원이 제한됩니다. 추가로 등록할 사항이 있는 경우: 정산담당자(회계법인 또는 전담기관 과제담당자)와 상의 후 보고서를 반려 받고 전담기관 과제담당자가 사업비(연구비) 사용재개를 해 주시면 사용등록이 가능합니다. 연구비 복원할 내역이 있는경우: 정산담당자(회계법인 또는 전담기관 과제담당자)에게 보고서를 반려 받은 후에 사용할 수 있습니다. 보고서 반려된 이후 복원, 수정 시 인정구분이 인정, 불인정, 부분불인정으로 확인 될 경우 복원 및 수정이 불가하며 보완요청, 미확정인 경우만 가능합니다. ※ 참고 : RCMS 사용자 매뉴얼(108 page) 연구비 취소 ▷ 취소/복원내역등록,RCMS 사용자 매뉴얼(18 page) 연구비 현황 ▷ 연구비 사용내역"
연구비정산,보고서 제출 시 '휴폐업 거래처 지급 사유 미등록' 이란 메시지가 확인됩니다. 어떻게 해야하나요?,"RCMS는 거래처와의 사업비(연구비) 집행 시 거래처의 휴폐업 여부를 확인하여 사유를 입력받고 있습니다. 사업비 사용실적보고서 제출 시 확인사항 중 '휴폐업 거래처 지급사유 등록여부 확인'이 신설되었으며 사유가 입력되지 않은 집행이 1건 이라도 있는 경우 보고서제출이 불가합니다. 또한 입력되지 않은 휴폐업 거래처와의 사업비(연구비) 집행 사유는 연구비사용 연구비 사용 결과내역 메뉴에서 입력하실 수 있습니다. 1. 연구비사용 > 연구비 사용 결과내역 이동, 2. 과제 조회 후 휴폐업 집행 건 선택하여 비목수정 클릭, 3. 휴폐업 집행사유 입력 후 저장 ※ 참고 : RCMS포털: 공지사항 ▷ 일반공지 (휴폐업 거래처와의 연구비 집행 사유 등록 안내),RCMS 숙련자용 매뉴얼(103 page) 연구비 사용 ▷ 연구비 이체결과"
연구비정산,보고서 제출시 “기관부담금 미납액이 있어 보고서 제출을 하실 수 없습니다.“로 나오는 경우 제출방법문의.,기관부담금 미납액 있는 경우 수행기관 보고서제출이 제한됩니다. 미납액 납부 후 보고서제출 해주시기 바랍니다. ※ 참고 :RCMS 사용자 매뉴얼 (22 Page) 연구비현황 ▷ 가상계좌발급현황
연구비정산,보고서 제출 시 `등록한 증빙파일 변환 실패건이 존재합니다' 라는 메시지가 나옵니다. 어떻게 해야 하나요?,연구비현황 >연구비 사용내역 메뉴에서 조회조건[ 첨부증빙상태의 `변환중']으로 조회되는 건이 변환이 실패한건입니다변환중 건을 클릭해서 증빙파일수정 팝업에서 기존 등록한 증빙서류를 클릭하여 미리보기에서 열리지 않는파일을 수정하고 저장 후 정상으로 조회되는지 확인후 보고서 제출을 할수 있습니다. 증빙파일은 DRM 및 암호화 장치를 포함하지 않아야 합니다. (정산 시 열람 불가) ※ 참고 : RCMS 사용자 매뉴얼(18 page) 연구비 현황 ▷ 연구비 사용내역
연구비정산,정산진행 중 회계법인에서 보완요청이 왔습니다. 어느 메뉴에서 확인이 가능한가요?,"전담기관 과제담당자 또는 회계법인 담당자가 보완 요청사항이 있을 경우에는 보완요청 알림을 통해 각 수행기관 과제책임자에게 SMS 통보를 할 수 있습니다. 연구비현황 > 연구비 사용내역 메뉴에서 조회 조건의 인정구분을 ‘보완요청’을 선택한 후 조회하면 보완 요청건만 확인할 수 있습니다. 기간은 꼭 전체로 선택하여 조회해 주시길 바랍니다. `증빙파일일괄조회'에서는 증빙문서 조회 및 일괄저장, 일괄출력이 가능합니다. 증빙파일의 수정이 필요하다면 증빙파일수정 또는 증빙파일상태의 ‘정상 or 변환중’을 증빙 추가 및 수정을 할 수 있습니다. ※ 참고 : RCMS 사용자 매뉴얼(18 page) 연구비 현황 ▷ 연구비 사용내역"
연구비정산,정산 담당자가 RCMS 필요증빙 서류 외에 다른 증빙서류를 요청합니다. 제출 해야하나요?,국가연구개발사업 연구개발비 사용 기준 제81조③항 및④항에따라 사용현황 파악을 위하여 관련자료 제출을 요청할 수 있으며 연구기관은 그에 성실히 제출해주셔야 합니다. ※ 참고 : 국가연구개발사업 연구개발비 사용 기준(고시 제2023-49호) 제81조(연구개발비 정산 방법)
연구비정산,계속비는 차년도 과제의 다른 항목으로 편성할수있나요?,"계속비는 차년도 과제의 동일한 항목으로만 편성 가능하며, 계속비로 편성 된 예산은 항목 간 전용이 제한됩니다.1차년도 연구활동비 사용잔액 ▷ 2차년도 연구활동비 계속비 편성 가능여부: O1차년도 연구활동비 사용잔액 ▷ 2차년도 연구시설장비비 계속비 편성 가능여부: X.차년도 과제의 다른 항목으로 편성이 필요한 경우는, 과제관리시스템에서 협약변경(항목간 금액 변경)이후계속비 편성하시면 됩니다.(예시)1차년도 연구활동비 잔액을 2차년도 연구시설ㆍ장비비로 계속비 편성을 원하는 경우과제관리시스템에서 협약변경(연구활동비 잔액을 연구시설ㆍ장비비로 이동)하고 , RCMS에 해당 정보가 반영되면계속비 신청.※ 참고 자료:RCMS숙련자용 매뉴얼(122 page) RCMS 계속비 안내"
연구비정산,계속비편성 및 취소는 어덯게 하나요?,"[계속비 편성]계속비는 동일한 단계 내 연차간 이월을 반영한 재원이며, 아래 방법으로 편성 가능합니다.① 연구비 정산 ▷ 계속비 편성 메뉴에서 과제를 선택하고 '계속비 편성 등록'으로 이동합니다.② '연차별 계속비 편성 대상'에서 편성할 연차를 선택합니다.③ 항목별 계속비 편성 대상을 확인하고 우측 하단 '계속비 편성 등록'을 눌러 편성을 완료합니다.④ 편성 결과는 연구비 정산 ▷ 계속비 편성 메뉴에서 '계속비 편성 현황'을 통해 확인 할 수 있습니다.[계속비 편성 취소]계속비 편성 취소는 연차사용내역 보고 전까지 가능하며, 아래 방법으로 진행 가능합니다.① 연구비 정산 ▷ 계속비 편성 메뉴에서 과제를 선택하고 '계속비 편성 관리'로 이동합니다.② 계속비 편성 목록에서 취소할 내역을 선택합니다.③ 계속비 편성 취소 사유를 입력하고, '계속비 편성 취소' 버튼을 눌러 완료합니다.※ 참고 자료:RCMS 사용자매뉴얼(118~122page) 연구비 정산 ▷ 계속비 편성"
연구비정산,계속비편성 등록시[마지막 연차는 편성이 불가합니다]라는 문구가 조회되는 사유가 무엇인가요?,"계속비'편성 가능 조건은 다음과 같습니다 [계속비 편성 가능 조건] ①차년도 협약데이터 존재 ②국가연구개발혁신법 적용 항목 사용 ③정산형태: 일광/단계 정산 ④ 다년도 협약의 준간연차. -따라서 [마지막연차는 편성이 불가합니다]하는 문구가 조회되는 경우에는 아직 차년도 과제정보가 연계되지 않은 상태이며, 과제정보 연계된 이후 편성 을 징행하시면 됩니다. ※ 참고 공지사항▶일반공지▶국가연구개발혁신법 적용관련 RCMS계속비 안내 자료 내 첨부파일 2P참고"
연구비정산,"과제마다 정산 형태가 연차,일괄,단계정산으로 구분되어 조회되는데 각 정산형태별로 차이점은 무엇인가요?","과제종료 후 정산 시점에 따라 연차,일괄,단계정산으로 구분됩니다. ◎ 연차정산: 연차별 종료시점 연구비 정산 ◎단계정산: 단계별 종료시점 연구비 정산 ◎일괄정산: 최종 종료 시점 연구비 정산 ※참고 RCMS이용가이드▶관계법령▶국가연구개발혁신법 행정규칙▶국가연구개발사업 연구개발비 사용기준 / 제 13조(연구개발비의 지급 및 사용등) ④연구개발기관은 과학정보통신부장관이 다음 각 호의 사항을 포함하고 고시하는 연구개발비 사용기준에 따라 연구개발비를 계상,사용하여야 한다. 1.연구개발기관 유형에 따른 직접비,간접비의계상한도 및 인정기준, 비용 정산의 방법, 절차 ⑥연구개발기관은 매년 중앙행정기관의 장에게 해당 연도 연구개발비의 사용내역을 보고해여야 한다. ⑦중앙행정기관의 장은 연구개발과제의 각 단계의 각 단계가 종료된 날부터 3개월 이내에 연구개발비 정산을 실시하여야 하며,정산 결과에 따라 연구개발비의 회수 등 필요한 조치를 할 수 있다.⑧제 6항에 따른 연구개발비 사용내역보고, 제 7항에 따른 연구개발비 정산,회수 등의 세부기준과 절차는 대통령령으로 정한다.-국가연구개발사업 연구개발비 사용기준 전문 중 일부 발췌."
연구비정산,국가연구개발혁신법 항목이 적용된 중간연차입니다.계속비편성을 진행하지 않고 연차사용보고가 가능한가요?,"연구비 사용잔액이 남아있는경우에는 계속비 편성을 필수로 진행 후 연차사용내역 보고가 가능하며, 잔액이 없는 경우에는 계속비 편성 생략 후 연차사용내역보고만 제출하시면 됩니다.-연차사용내역보고 제출 후에는 계속비 편성 취소가 불가하니 참고바랍니다.(계속비 추가편성은가능) ※ 참고 공지사항 ▶공지사항 ▶일반공지 ▶국가연구개발혁신법 적용관련 RCMS계속비 안내 자료 내 첨부파일 4p 참고"
연구비정산,해당 연차에 연구개발비 사용잔액이 남은 경우 계속비를 편성할수 있는 조건이 있나요?,2021년 이후 국가연구개발혁신법 시행에 따라 과제를 연차→단계단위로 정산하게 되며 동일 단계 내 연차별로 자동이월 기능이 추가되었습니다.(계속비 편성기능)-'계속비'는 단계내 연차간 이월을 반영한 재원이며 RCMS에서 '계속비편성등록'메뉴에서 진행하며 편성조건은 다음과 같습니다. [계속비 편성 가능조건] ①차년도 협약데이터존재②국가연구개발혁신법 적용 항목 사용③정산 형태: 일괄/단계정산④다년도 협약의 중간 연차 ※참고- 공지사항▶일반공지▶국가연구개발혁신법 적용관련 RCMS계속비 안내 자료 내 첨부파일 2p참고
연구비정산,동일과제를 여러기관이 수행하는 경우 기관별로 정산할 수 있나요?,"일괄 또는 단계정산 형태의 과제 내 여러기관이 참여하는 경우 연구기관별로 정산이 가능하도록 개선이 되었습니다.-과제도중 과제 중단 등 참여종료 연구기관의 연구비정산이 우선 진행되어야 하는 경우, 기관별 정산 사유가 필요하다면 전문기관 과제담당자가 과제관리시스템에 기관별 정산 요청 후 RCMS에서 기관별 정산진행이 가능합니다. ※ 참고 -고객지원▶자료실▶이용매뉴얼▶RCMS매뉴얼 숙련자용 첨부파일 143p참고"
연구비정산,RCMS연구개발기관 메뉴 중 예방도우미란 어떤 경우 이용하면 되나요?,"예방도우미는 RCMS에서 연구비를 사용하는 연구개발기관의 정산시점이 도래하기 전 일 단위로 연구비사용내역과 연관된 불인정 사례를 비교하여 향후 실적보고 후에 발생될수 있는 정산 불인정을 사전점검 하실수 있도록 돕는 서비스 입니다.-국가연구개발혁신법 시행등에 따라 단계별 정산으로 다년차의 연구비가 최종년도 정산이 이루어짐에따라, 최대 수년이 지난 건의 불인정과 환수 절차에 따른 불편을 최소화하는데 주된 목적이 있습니다.-본서비스를 통해 안내되는 점검결과는 정산시점에 불인정으로 확정되는 것은 아닌 점 참고바랍니다. ※ 참고 -RCMS연구개발기관▶예방도우미▶서비스개요▶서비스 이용 절차 및 활용 가이드"
연구비정산,예방도우미로 탐지된 내역이 있는 경우 탐지항목 별 조치방법이 있나요?,"예방도우미로 탐지된 내역이 있는경우RCMS연구개발기관▶예방도우미▶탐지내역에서 관련 내용과 함께 조치방법을 확인할수 있습니다,-주요 불인정 가능성 탐지항목에 따른 대표적인 조치방법은 아래를 참조하시기 바랍니다.①부가세.관세 미복원 1.RCMS연구개발기관▶연구비취소▶취소/복원내역등록▶부가세 복원탭에서 부가세 복원할 내역을 선택하여 등록합니다. 2. .RCMS연구개발기관▶연구비취소▶취소/복원가상계좌조회에서 확인되는 가상계좌를 통해 복원할 금액을 입금합니다.②중복 또는 과다집행 1.RCMS연구개발기관▶연구비취소▶취소/복원내역등록▶연구비사용취소탭에서 전체취소 또는 부분취소할 내역을 등록합니다. 2.RCMS연구개발기관▶연구비취소▶취소/복원가상계좌조회에서 확인되는 가상계좌를 통해 복원할 금액을 입금합니다 ③ 증빙자료미비 RCMS연구개발기관▶연구비현황▶연구비사용내역▶증빙파일 수정 버튼을 통해 증빙자료를 수정할수 있습니다. ※ 참고 -RCMS연구개발기관 ▶예방도우미▶서비스개요▶주요 불인정 가능성 탐지항목"
연구비정산,연구비계좌를 해지한 경우 기관잔액 지급액을 지급받는 방법문의,"이용환경설정 ▷ 이용동의 ▷ 세무정보동의 메뉴에서 '예비계좌'를 등록하면, 해당 계좌로 기관잔액지급액을 입금 받을 수 있습니다.예비계좌란? 연구비계좌가 해지 또는 입금불능인 경우 '기관부담금 이자' 및 '기관잔액지급액'을 입금받을 수 있도록등록하는 연구기관 명의의 계좌.※ 참고 자료: RCMS 초보자용 매뉴얼(18 page) 이용 환경설정 ▷ 이용동의 ▷ 세무정보동의"
연구비정산,"정산금, 기간잔액지급액.민간추가납부액이 무엇인가요?","정산금은 사업비 집행잔액과 이자, 정산결과 불인정금액의 합 중 출연금 지분에 해당하는 금액을 의미합니다. 기간잔액지급액은 정산금을 제외한 사용 잔액 중 긴관부담금 지분에 해당하는 사업비(연구비)로, 해당 금액은 수행기관 연구비계좌로 환급됩니다. 기관추가납부액은 적정하게 사용된 연구개발비로 인정하는 금액을 제외한 금액에서 정부 지원금 지분에 해당하는 금액으 로 중앙행정기관의 장이 지정하는 계좌에 반납해야 합니다. 연구비 정산 > 정산 진행현황 메뉴에서 정산금,기관잔액지급액, 기관추가납부액 확인 가능합니다. ※ 참고 : RCMS 숙련자용 매뉴얼(140 page) 연구비 정산 ▷ 정산 진행현황"
협약정보,"협약정보변경(참여연구원 정보, 사업비 금액정보 등)은 어디서 하나요?",협약정보는 각 전담기관 과제관리시스템에서 변경 요청하시면 RCMS에 자동 연계되어 반영됩니다. (연계 소요시간 2~3시간)
협약정보,연구개발비 사용계획의 변경을 위하여 전담기관의 사전승인이 필요한 사항은 무엇인가요?,"연구개발비 사용계획의 변경을 위하여 중앙행정기관의 장의 사전 승인이 필요한 경우는 다음과 같습니다. ① 전체 연구개발기간 동안의 연구개발비 총액(연구개발과제가 단계로 구분되는 경우에는 해당 단계의 총액을 말한다)을 변경하려는 경우, ② 연도별 정부지원연구개발비 또는 기관부담연구개발비를 변경(현금부담금액과 현물부담금액의 변경을 포함한다)하려는 경우, ③ 전체 연구개발기간 동안의 간접비 총액(연구개발과제가 단계로 구분되는 경우에는 해당단계의 간접비 총액을 말한다)을 증액하려는 경우, ④ 영리기관이 현금으로 계상하려는 인건비를 변경하려는 경우,가,인건비 총액이 변경 되는 경우.나.나. 신규인력에 대한 현금 계상 인건비가 감액되는 경우 ⑤ 연구시설·장비비와 관련된 변경 중 다음 각 목의 어느 하나에 해당하는 경우, 가. 원래계획에 반영되지 아니한 3천만 원(부가가치세 및 구입·설치 등에 필요한 부대비용을 포함한다) 이상의 연구시설·장비를 새로 구입하려는 경우, 나. 원래계획에 반영된 3천만 원(부가가치세 및 구입·설치 등에 필요한 부대비용을 포함한다) 이상의 연구시설·장비를 변경하여 구입하려는 경우, 다. 원래계획에 반영된 3천만 원(부가가치세 및 구입·설치 등에 필요한 부대비용을 포함한다) 이상의 연구시설·장비를 구입하지 않으려는 경우(원래계획에 따라 구입하려던 연구시설·장비를 연구시설·장비종합정보시스템(ZEUS)을 통하여 다른 기관으로부터 무상으로 이전받은 경우는 제외한다), 라. 연구시설·장비 구축을 주된 목적으로 하는 연구개발과제로 구축된 연구시설·장비를 원래계획에 따른 공간 외의 장소에 설치·운영하려는 경우,가.원래계획에 반영되지 아니한 3천만 원(부가가치세 및 구입·설치 등에 필요한부대비용을 포함한다) 이상의 연구시설·장비를 새로 구입하려는 경우.나.원래계획에 반영된 3천만 원(부가가치세 및 구입·설치 등에 필요한 부대비용을 포함한다) 이상의 연구시설·장비를 변경하여 구입하려는 경우.다.원래계획에 반영된 3천만 원(부가가치세 및 구입·설치 등에 필요한 부대비용을 포함한다) 이상의 연구시설·장비를 구입하지 않으려는 경우(원래계획에을 포함한다) 이상의 연구시설·장비를 구입하지 않으려는 경우(원래계획에통하여 다른 기관으로부터 무상으로 이전받은 경우는 제외한다). 라.연구시설·장비 구축을 주된 목적으로 하는 연구개발과제로 구축된 연구시설,장비를 원래계획에 따른 공간 외의 장소에 설치·운영하려는 경우 ⑥ 위탁연구개발비를 원래계획의 20퍼센트 이상 증액하여 사용하려는 경우(다음 각 목의 어느 하나에 해당하는 경우)가.총 금액이 증액되는 경우.나.품목이 변경되는 경우.다.특정 품목의 수량이 증가되는 경우 ⑦ 국제공동연구개발비를 원래계획과 다르게 변경하려는 경우(단, 환율의 변동만으로 금액이 달라지는 경우에는 제외한다), ⑧ 해당 단계의 연구개발비 중 직접비(현물은 제외한다)를 다음 단계의 연구개발비에 포함하여 사용하려는 경우⑨ 해당 단계의 연구개발비 중 직접비(현물은 제외한다)를 다음 단계의 연구개발비에 포함하여 사용하려는 경우⑩ 전체 연구개발기간 동안의 연구수당 총액(연구개발과제가 단계로 구분되는 경우에는 해당단계의 연구수당 총액을 말한다)을증액하려는경우⑪ 연구시설·장비비통합관리계정에 적립할 금액을 변경하려는 경우⑫ 전체 연구개발기간 동안의 해외연구자 유치 지원비 총액(연구개발과제가 단계로 구분되는 경우에는 해당 단계의 해외연구자 유치 지원비 총액을 말한다)을 증액하려는 경우(단, 환율의 변동만으로 금액이 달라지는 경우에는 제외한다) ※ 참고 : 국가연구개발사업 연구개발비 사용기준 제73조(사전승인대상) ①항"
협약정보,기관부담금 입금용 가상계좌 확인은 어디서 하나요?,"기관부담금 입금용 가상계좌 확인은 “연구비현황 > 가상계좌 발급내역” 메뉴에서 확인 가능합니다. 기관부담금 입금용 가상계좌가 확인 되지 않을 시 아래 사항을 확인해주시길 바랍니다. 1.연구비 총괄현황표의 가상계좌 발급현황에서 기관부담금(현금)이 책정되어 있는지 확인, 2. 세무정보 동의여부 확인( 환경설정 > 기관설정 > 세무(이자지급) 정보 > “동의하러가기”),세무정보 동의가 되지 않은 경우, 해당 메뉴에서 동의절차 처리 후 RCMS 가상계좌 확인 3. 연구비 현황 > 가상계좌발급내역 > 발급일자 “전체” 클릭 후 조회, ‘가상계좌 발급증명서’버튼을 통해서""기관부담금 입금용 가상계좌 발급 증명서"" 확인 및 출력도 가능합니다. ※ 참고 : RCMS 사용자 매뉴얼 (9 page) 연구비현황 ▷ 연구비총괄현황표, RCMS 초보자용 매뉴얼 (17 Page) 이용환경설정 ▷ 이용동의 ▷ 세무정보동의,RCMS 사용자 매뉴얼 (22 Page) 연구비현황 ▷ 가상계좌발급현황"
협약정보,기관부담금 분할하여 입금이 가능한가요?,"기관부담금 기관부담금 요청금액이 5억 초과인 경우 [분할요청]버튼을 통해 가상계좌 입금금액을 5억 단위 혹은 10억 단위로 분할이 가능합니다.가상계좌와 입금마감일은 최초 정보와 동일하게 설정되며, 분할 요청 이후 요청 취소가 되지 않습니다. 업무에 참고해 주시길 바랍니다. 그 외 금액으로 분할 입금을 원하시는 경우는 전담기관 과제담당자와 상의하여 업무 진행해 주시길 바랍니다. ※ 참고 : RCMS 연구개발기관 : 연구비현황 ▷ 가상계좌발급현황 [분할요청]. RCMS 사용자매뉴얼 (Page 23) 가상계좌 발급 현황(2/2)"
협약정보,사업비(연구비) 계좌가 무엇인가요?,수행기관이 사업비(연구비) 관리를 위하여 과제별로 개설한 수행기관 명의의 실물계좌로서 수행기관이 사업비(연구비)를 사용할 경우 전담기관 RCMS 계좌로부터 사업비(연구비)가 이체되는 계좌를 의미합니다.
RCMS일반,RCMS란 무엇입니까?,"RCMS는 사업비 사용의 투명성, 사용자의 편의성을 높이기 위해 구축한 실시간 통합 연구비 관리 시스템입니다. 사업비 관리 영역 전 단계를 온라인으로 지원하고 사업비 사용, 정산 및 환수 등의 업무를 실시간으로 처리하고 있으며 외부 시스템과의 연계를 통해 사용자 업무 효율성을 극대화 하고 편의성을 높이는 사용자 중심의 시스템입니다. RCMS 적용 사업의 경우 사업비(연구비) 사용내역을 RCMS에 입력 후 집행해 주셔야 합니다. 사용 건별로 RCMS에 등록하여 이체 요청을 해야 하며 이체 요청 시 RCMS 운영기관의 관리계좌와 수행기관 사업비(연구비) 계좌를 경유하여 거래처 계좌로 실시간 이체되므로 RCMS 적용과제인 경우 RCMS 사용하여 사업비(연구비) 집행을 해주셔야 합니다. ※ 참고 : 국가연구개발사업 연구개발비 사용기준 제35조(정부출연기관 연구개발비 지급), 제53조(기타비영리기관 연구개발비 지급), 제61조(영리기관 연구개발비 지급)"
RCMS일반,RCMS 사용방법에대한 교육을 들을 수 있나요?,"고객지원 > RCMS교육안내 메뉴에서 아래와 같은 프로그램 정보를 확인하실수 있습니다. RCMS 실무자 교육 : RCMS에서 주관하는 실습중심 RCMS 활용 교육 ( 대면 교육 ).산업기술 R&D교육: 한국산업기술기획평가원에서 주관하는 RCMS 개념 및 활용법 교육.관련 교육을 신청하실 수 있도록 링크를 제공해 드리고 있습니다.연결된 홈페이지에서 RCMS교육일정 확인 후 이용하시기 바라며, 교육 일정등 관련 문의는교육을 주관하는 기관으로 문의해주시기 바랍니다."
RCMS일반,사용상의 불편사항 등 사용자의 목소리를 들어주는 기능이 있나요?,"저희 RCMS는 고객지원센터(Tel. 1661-5855) 및 RCMS 홈페이지의 "" RCMS지식상담"" 게시판을 통해 고객님의 작은 목소리에도 귀를 기울이고 있습니다. R&D 연구현장의 상황과 RCMS의 발전에 대한 소중한 의견에 항상 감사하는 마음으로 R&D 수행기관의 사업비(연구비) 사용과 관리에 불편함이 없도록 지속적으로 노력하겠습니다. ※ 참고 : RCMS 홈페이지 > 고객지원 >문의답변>이용문의"
RCMS일반,증빙파일 등록 팝업에서 오류가 발생합니다.,"증빙파일 등록 팝업에서 오류가 발생하는 경우, Internet Explorer 메뉴 > 인터넷 옵션 > 보안탭 > 신뢰할 수 있는 사이트 > 사이트에서 웹사이트에 *.rcms.go.kr 추가 > 이 영역에 있는 모든 사이트에 대해 서버 검증(https:)필요 체크박스 해제 후 다시 시도해 보시기 바랍니다."
RCMS일반,인터넷창에서 뒤로가기 버튼이 작동되지 않습니다.,RCMS는 금융정보를 다루는 시스템으로써 뒤로가기 기능을 제한하고 있습니다. 다소 불편하시더라도 메뉴이동을 통해 페이지를 이동하여 주시기 바랍니다.
RCMS일반,공동인증서를 갱신 또는 재발급 받은 경우 어떻게 해야 하나요?,공동인증서의 종류에 따라 업무 처리 방법이 상이하오니 아래 내용을 참고해주시길 바랍니다. 1. 개인공동인증서 : 갱신 또는 재발급 받은 개인공동인증서는 회원정보에 다시 등록해 주셔야 합니다. (RCMS 홈페이지 로그인 > 마이페이지 > 개인정보수정 > 본인인증 (PW 입력) > 회원정보 수정화면의 “공동인증서”에 인증서를 등록) 2. 법인범용공동인증서 : 별도의 등록없이 RCMS 환경설정 및 사업비(연구비)이체 인증 시 갱신 또는 재발급 받은 인증서로 인증하시면 됩니다. 3. 법인(특수목적)인증서(전자세금계산서조회용) : 새로 발급받은 인증서는 국세청 홈택스(www.hometax.go.kr)에 등록 하셔야 RCMS에서 전자세금계산서를 조회할 수 있습니다. ※ 참고 :RCMS 사용자 매뉴얼 (page. 37) 연구비 사용 등록- 증빙우선등록(전자세금계산서)
RCMS일반,RCMS의 원활한 접속을 위한 윈도 및 브라우저의 권장사양은 어떻게 되나요?,"RCMS 로그인 지속 시간은 30분입니다. 메뉴를 이동하거나 RCMS 홈페이지 상단 로그인 시간 옆에 [연장]버튼을 이용하면 로그인 시간을 추가 연장하여 이용 하실 수 있습니다. RCMS는 Windows 7 ~ 10 과 Explorer 10 ~ 11을 공식 지원하고 있으며 Microsoft사 Internet Explorer의 SSL 인증서 SHA-1 알고리즘에 대한 지원 중단으로 SSL인증서 교체가 진행되어 Windows XP 서비스팩2 이하 사용자는 RCMS 접속 및 사용이 제한되고 있으니 업무에 참고하시기 바랍니다. ※ 참고 : RCMS 정보마당 > 공지사항 > (Window XP 서비스팩2 이하 RCMS 사용제한 안내), RCMS 정보마당 > 공지사항 > (MS Windows 10 RCMS 사용 관련 안내사항입니다)"
RCMS일반,회원가입은 어떻게 하나요?,RCMS 홈페이지에서 개인 명의로 회원가입 가능합니다. RCMS는 한국산업기술평가관리원이 운영하므로 RCMS에 가입하면 통합회원관리에 따라 한국산업기술평가관리원 유관사이트에 동시 가입됩니다. 회원가입 절차는 다음과 같습니다. 1. KEIT R&D 정보서비스 통합회원가입으로 회원 가입 진행(정보 입력 시 소속사 업체 정보를 협약한 사업자번호로 검색하여 등록) 2. “약관동의 > 본인인증 > 정보입력 > 가입완료” 3. 1시간 이후 RCMS 로그인 가능함 4. 자금이체 담당할 사용자는 개인공인인증서 등록 필수( 개인공인인증서 등록 후 1시간 후 RCMS 로그인 가능) ※ 참고 : RCMS 초보자용 매뉴얼(page .10) 회원가입
RCMS일반,아이디/비밀번호를 잊어버렸습니다. 아이디/비밀번호 찾기는 어떻게 하나요?,"아이디 / 비밀번호를 분실한 경우, 1. '아이디 / 비밀번호 찾기'에서 별도의 인증 후 확인 가능합니다. 2. RCMS 홈페이지 우측 상단 “ 수행기관 로그인” 으로 이동하여 아이디 로그인의 “아이디찾기, 비밀번호찾기”를 통해 인증 후 확인 가능합니다. ※ 참고 : RCMS홈페이지 > 수행기관 로그인 > 아이디찾기, 비밀번호찾기"
RCMS일반,RCMS 로그인 시 권한이 없다고 나옵니다. 어떻게 해야 하나요?,"회원 가입 이후 로그인시 로그인 참고사항이 나오는경우 RCMS로 회원정보는 연계가 되었으나 과제와 연결이 되지 않은 상태입니다. 이 같은 경우는 아래 사항들을 확인해 주셔야 합니다. 1. 회원 가입시 """"소속사업체 정보“를 협약한 사업자번호로 검색하여 등록했는지 여부 확인, 2. 회원 가입이후 실명인증을 했는지 여부 확인, 3. 실명인증 이후 1시간 경과 여부 확인. (회원정보가 RCMS로 전송되는 시간), 4. 권한 부여받기 전의 일반사용자로 로그인 시 과제 권한 부여 여부 확인. ( 과제별로 과제책임자가 일반사용자에게 과제 조회 권한을 부여해 줘야 함 ) ※ 참고 : RCMS 홈페이지 로그인 ▷ 마이페이지 ▷ 개인정보수정, RCMS 사용자 매뉴얼(page. 159) 이용환경설정 ▷ 연구과제정보 ▷ 과제권한관리"
